model,cv_r2_mean,cv_r2_std,original_r2,r2_within_1std,cv_mae_mean,cv_mae_std,original_mae,cv_rmse_mean,cv_rmse_std,original_rmse
ridge,-0.11658891600243848,0.176433725363668,-0.0105126278748626,True,0.04020686839823835,0.004458362472132196,0.0557048812279947,0.05700578739477067,0.0057692199428345985,0.0791773295693537
random_forest,-0.03778475121629965,0.045153042247723485,0.0036100894253865,True,0.04057291525305155,0.004595059364524234,0.0552981004100365,0.05524052685697576,0.005774924117630121,0.0786220997368226
